student_id,department,specialization,current_year,semester,gender,cgpa,semester_gpa,cgpa_trend,backlog_count,internal_marks_avg,assignment_submission_rate,lab_performance_score,project_score,academic_risk_score,attendance_percentage,classes_missed,attendance_trend,lms_login_frequency,course_completion_rate,video_watch_percentage,quiz_attempt_rate,study_hours_per_week,club_participation_score,hackathon_count,technical_event_participation,leadership_score,extracurricular_score,fee_delay_days,scholarship_status,financial_stress_score,mentor_meetings_count,mentor_feedback_score,intervention_history_count,counseling_sessions,communication_score,presentation_score,teamwork_score,coding_score,aptitude_score,problem_solving_score,database_score,web_development_score,ai_ml_score,cloud_score,cybersecurity_score,linkedin_profile_score,resume_score,github_activity_score,portfolio_score,certification_count,career_readiness_score,mock_interview_score,group_discussion_score,placement_readiness_score,placement_probability,internship_count,industry_project_count,open_source_contributions,motivation_score,stress_score,time_management_score,consistency_score,academic_risk_band,dropout_risk_band,placement_risk_band,recommended_intervention,recommended_career_path,recommended_certification,recommended_course_track
STU202608014,Electrical Engineering,Electric Vehicles,First Year,2,Male,8.36,8.13,Stable,1,73.12,94.72,94.08,75.19,32.62,82.92,8,Stable,21,93.31,81.06,82.24,21,71.09,1,3,61.07,72.86,16,Partial Scholarship,43.62,5,70.93,0,0,78.54,66.39,77.59,62.15,72.34,67.41,52.69,63.39,39.74,36.5,53.07,80.34,63.11,32.13,56.32,2,73.35,72.85,75.39,56.89,28.89,0,1,0,58.99,49.4,57.1,82.56,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608015,Civil Engineering,Transportation Engineering,Third Year,6,Female,8.76,8.48,Downward,0,76.06,86.69,91.1,79.28,20.36,86.92,6,Stable,13,86.38,82.9,89.04,22,54.2,1,4,63.2,45.18,2,Fully Funded,60.59,5,58.69,1,0,65.17,63.61,60.42,59.0,73.9,72.11,63.78,64.5,39.6,64.24,72.41,63.55,54.85,53.78,64.62,6,85.18,77.55,72.91,57.36,66.41,0,0,0,57.01,70.04,51.24,63.11,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608016,Mechanical Engineering,Thermal Engineering,Final Year,8,Female,9.21,9.24,Stable,0,86.24,99.01,88.68,81.68,7.79,81.47,8,Improving,20,100.0,90.63,81.75,21,24.2,0,1,43.1,58.64,0,Partial Scholarship,22.01,5,68.01,1,0,53.91,51.88,58.06,63.83,69.38,87.09,84.42,52.89,44.92,70.96,91.93,52.27,66.15,66.61,63.1,3,71.42,66.55,45.51,56.99,72.05,0,1,1,56.53,44.46,71.56,82.13,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Placement Fast Track
STU202608017,Electrical Engineering,Power Systems,Second Year,4,Male,9.83,9.9,Upward,0,84.92,98.31,94.97,79.05,8.44,100.0,0,Declining,23,96.88,99.1,86.48,35,73.19,0,4,83.64,78.85,0,Partial Scholarship,21.36,4,90.33,0,0,78.58,78.35,71.68,55.8,94.97,79.06,78.16,45.97,58.92,67.03,80.71,77.01,67.89,24.1,47.32,3,68.89,55.78,96.59,64.91,39.27,1,0,1,87.52,35.02,69.96,83.07,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608018,AI & Data Science,Big Data Engineering,First Year,2,Female,8.91,8.59,Upward,0,85.7,89.86,93.63,70.13,3.65,97.72,1,Stable,20,81.53,88.03,89.81,21,82.07,2,3,72.14,81.68,1,Partial Scholarship,22.9,5,86.6,1,0,74.56,72.18,86.11,69.66,78.13,66.44,75.19,56.05,63.43,57.39,65.6,82.69,57.02,52.2,63.29,2,72.81,69.02,91.92,60.21,36.86,0,1,1,60.61,19.66,78.02,86.97,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608019,Electronics & Telecommunication,Embedded Systems,First Year,2,Male,7.8,7.3,Upward,0,80.14,87.56,72.03,82.94,15.37,78.98,9,Stable,14,71.13,84.85,73.0,17,100.0,1,4,64.27,73.89,8,No Scholarship,32.99,6,59.37,0,0,75.5,75.71,78.95,65.91,65.25,61.26,71.52,85.46,56.68,68.21,89.87,84.88,59.66,61.75,77.06,3,78.33,66.72,75.74,56.98,30.33,0,0,0,61.61,38.23,74.63,66.18,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Academic Support & Catch-Up Track
STU202608020,AI & Data Science,Big Data Engineering,Third Year,6,Female,8.28,8.64,Stable,0,80.19,82.03,79.01,72.4,17.64,83.9,7,Stable,18,82.67,76.63,80.64,16,56.26,1,3,51.46,55.87,4,Partial Scholarship,23.92,5,59.76,0,0,59.88,60.1,67.47,66.01,73.39,59.85,70.86,60.55,70.29,67.17,70.68,57.05,56.43,41.69,59.93,2,62.32,71.71,61.52,60.61,62.55,1,1,0,78.83,24.01,65.91,70.58,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608021,AI & Data Science,Data Science,Second Year,3,Male,9.26,9.38,Stable,0,89.9,88.47,93.58,75.04,7.25,93.29,3,Stable,12,85.28,93.36,84.74,19,53.81,0,2,49.85,57.61,3,Partial Scholarship,22.95,4,77.83,0,0,54.88,54.99,55.23,69.73,94.55,84.49,72.73,36.32,63.74,57.72,66.29,45.93,53.65,22.91,49.1,1,50.66,70.88,59.19,66.07,37.08,1,0,0,82.78,37.7,79.64,81.71,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608022,Mechanical Engineering,CAD/CAM,Second Year,3,Female,6.88,6.65,Stable,0,72.69,75.55,79.0,78.02,17.29,78.67,10,Stable,14,77.56,72.91,82.04,14,43.64,2,5,37.68,53.29,4,No Scholarship,32.07,6,48.0,0,0,71.72,63.45,67.93,44.81,55.27,50.43,82.35,63.0,57.09,72.04,62.51,64.31,61.54,89.23,69.26,1,78.16,80.47,57.41,60.16,27.61,2,4,0,37.47,39.86,42.17,56.27,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Robotics & Automation Engineer,Certified ROS Robot Developer,Academic Support & Catch-Up Track
STU202608023,Information Technology,Information Security,Second Year,3,Female,7.68,7.3,Downward,0,73.81,83.8,76.56,76.63,17.01,81.8,8,Stable,7,72.94,78.13,75.79,12,64.78,3,3,67.49,54.42,2,No Scholarship,54.9,6,65.26,0,3,83.3,80.8,81.27,74.83,56.17,73.33,73.02,56.45,50.51,67.22,54.44,88.69,62.77,53.06,63.42,4,85.2,80.0,86.85,61.97,31.5,0,1,0,50.55,49.88,46.18,44.32,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608024,Information Technology,Data Analytics,First Year,1,Male,7.36,7.53,Stable,0,80.34,82.23,72.19,83.11,11.12,84.46,7,Stable,16,78.89,79.31,84.22,17,51.17,1,4,56.76,45.89,6,No Scholarship,28.15,5,69.74,0,0,66.86,67.73,61.08,92.83,65.02,83.18,68.04,58.19,65.95,64.27,80.39,54.27,62.35,54.91,58.29,4,73.57,77.78,67.09,67.69,32.56,0,0,1,58.81,37.89,49.77,70.22,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202608025,Civil Engineering,Transportation Engineering,Third Year,5,Male,8.19,8.33,Downward,1,71.01,81.61,84.04,84.08,36.15,85.6,6,Stable,14,84.83,69.26,83.79,14,61.8,2,5,68.63,66.93,11,Partial Scholarship,56.9,5,53.39,0,2,53.31,60.62,72.6,50.26,66.7,64.23,76.42,52.14,46.36,66.87,82.81,57.93,69.57,61.74,63.18,3,71.56,71.81,69.74,67.98,62.51,2,1,1,53.79,53.76,60.64,46.56,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608026,Electronics & Telecommunication,Signal Processing,Second Year,3,Male,6.47,6.62,Upward,3,67.19,64.54,71.54,66.38,72.13,75.17,11,Improving,10,75.58,59.22,65.43,12,72.6,2,3,42.53,62.79,5,No Scholarship,42.76,6,49.48,1,1,54.87,45.88,67.79,56.48,50.55,50.85,54.15,66.83,55.62,65.94,65.86,66.86,50.99,33.84,67.4,1,59.23,63.13,50.94,54.2,14.25,1,1,0,52.06,83.59,32.71,44.15,High,High,Critical,Mandatory Peer Tutoring & Weekly Mentor Review,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608027,Computer Engineering,Software Engineering,Third Year,6,Female,9.27,9.62,Downward,0,85.4,80.96,84.57,74.32,15.66,85.81,6,Stable,15,89.23,94.91,89.29,21,65.41,0,5,69.31,61.34,0,Partial Scholarship,33.48,5,78.17,0,0,69.91,70.65,72.85,69.13,83.38,69.57,53.14,56.84,42.6,51.36,69.92,68.37,55.61,45.47,60.59,3,70.15,67.08,76.32,66.1,73.74,1,0,0,59.78,49.59,63.47,62.26,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202608028,Computer Engineering,Software Engineering,Second Year,3,Male,7.62,7.86,Stable,0,84.42,83.26,87.42,86.98,18.81,90.22,4,Stable,17,84.77,80.85,83.99,14,61.69,2,6,70.23,58.34,2,No Scholarship,45.83,5,68.94,0,0,89.34,87.95,75.04,85.73,72.16,70.22,68.31,81.48,84.08,86.03,67.34,72.26,77.72,55.28,71.73,2,76.56,77.23,97.02,67.34,32.32,0,1,0,67.27,44.12,61.65,64.63,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202608029,AI & ML,Deep Learning,First Year,2,Male,7.71,8.33,Downward,0,67.98,79.52,82.3,70.44,25.91,77.06,10,Stable,16,76.96,79.95,75.46,18,62.91,1,4,56.74,46.92,0,No Scholarship,68.02,6,44.24,1,2,78.73,73.36,73.63,71.97,59.4,60.88,62.8,70.49,87.05,47.96,61.57,84.22,67.9,40.52,68.33,2,73.76,75.14,78.9,54.11,32.07,0,0,0,38.88,52.96,45.91,38.21,Low,Medium,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608030,Electrical Engineering,Electric Vehicles,Final Year,7,Female,8.33,8.76,Stable,0,71.36,85.39,97.0,84.08,16.38,86.15,6,Stable,19,79.92,80.69,85.93,30,32.94,0,6,50.4,48.46,2,Partial Scholarship,43.47,5,68.43,1,0,73.37,67.75,68.76,68.15,53.74,62.29,74.21,57.11,89.79,71.79,50.16,61.91,75.09,61.4,73.26,2,70.89,78.99,73.59,64.66,70.89,2,0,1,58.43,36.28,70.61,71.98,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Placement Fast Track
STU202608031,Electrical Engineering,Power Systems,Third Year,5,Male,8.69,8.74,Upward,0,78.1,91.08,93.96,87.77,15.05,89.93,5,Stable,18,86.31,86.28,83.92,22,23.84,1,3,31.93,34.92,0,Partial Scholarship,23.01,5,68.71,1,0,55.15,44.21,55.53,67.9,62.81,63.79,75.52,61.93,56.97,66.87,56.43,52.39,50.76,39.22,69.41,4,76.51,61.81,63.83,56.29,64.26,0,2,1,66.46,28.75,61.54,70.24,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608032,AI & Data Science,Big Data Engineering,Final Year,8,Female,6.78,6.29,Stable,3,69.98,77.23,74.56,74.11,72.28,72.55,12,Improving,14,73.42,63.05,63.95,3,74.66,0,2,62.49,64.92,2,No Scholarship,40.21,6,50.99,1,0,64.56,65.73,59.43,58.24,65.06,53.95,56.58,70.94,96.17,53.6,68.82,55.43,56.99,54.62,68.73,1,57.04,60.57,63.15,61.15,29.54,2,0,3,36.92,91.5,29.59,52.29,High,High,High,Mandatory Peer Tutoring & Weekly Mentor Review,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608033,Information Technology,Enterprise Systems,First Year,1,Male,9.92,9.84,Stable,0,87.98,100.0,93.44,89.48,13.83,96.51,2,Stable,24,94.1,95.64,97.55,32,31.95,2,3,60.53,66.09,12,Fully Funded,60.88,4,90.61,0,2,66.38,62.64,65.85,96.48,99.79,84.24,75.99,63.74,74.67,76.78,64.46,58.55,74.43,53.88,67.25,1,61.52,69.22,73.36,70.59,38.35,0,0,0,65.67,58.68,78.86,95.07,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202608034,Electrical Engineering,Electric Vehicles,First Year,1,Male,7.72,7.93,Stable,0,81.18,86.53,92.34,79.9,20.53,79.99,9,Stable,14,73.48,79.31,77.27,23,75.13,2,6,76.2,78.68,0,No Scholarship,27.71,5,51.88,0,0,62.95,66.07,75.86,59.21,63.6,59.94,58.32,80.18,50.38,59.9,66.54,67.89,59.2,41.92,73.17,3,70.14,78.62,67.48,60.78,30.53,0,0,2,67.55,32.7,66.0,74.32,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608035,Civil Engineering,Transportation Engineering,Third Year,6,Female,7.78,7.92,Stable,0,73.83,79.82,72.79,80.19,22.14,79.18,9,Stable,13,81.18,86.11,75.42,15,50.92,3,6,37.7,57.65,23,No Scholarship,35.83,6,57.76,0,0,58.56,57.84,44.25,53.14,71.42,68.36,73.72,56.58,68.85,96.2,69.71,59.62,68.1,61.83,61.29,3,77.25,71.61,52.67,62.2,59.51,1,1,0,56.96,42.86,73.88,72.29,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608036,AI & Data Science,Data Science,Final Year,8,Male,7.2,7.15,Stable,0,69.49,77.39,74.96,77.48,17.59,83.51,7,Stable,12,76.63,73.94,72.14,12,35.85,2,4,51.64,49.5,16,No Scholarship,36.46,6,66.62,1,0,72.85,67.19,63.63,94.99,56.04,70.03,71.77,71.97,85.95,76.88,78.7,74.44,74.9,99.51,83.92,2,78.34,86.43,70.31,69.17,60.0,0,1,1,48.68,45.37,56.76,63.32,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202608037,Computer Engineering,Full Stack Development,Final Year,8,Male,8.89,9.2,Stable,0,85.99,92.75,81.99,77.92,11.76,91.02,4,Stable,20,88.18,95.76,85.65,23,84.47,2,7,79.87,77.17,5,Fully Funded,53.34,5,78.42,3,3,94.39,90.58,93.43,89.67,81.46,84.79,76.42,87.14,70.15,72.52,82.01,87.33,86.9,86.46,74.04,6,100.0,88.77,86.15,80.82,85.03,1,2,0,73.07,47.89,74.25,77.24,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Placement Fast Track
STU202608038,AI & ML,Computer Vision,Final Year,8,Female,9.01,9.02,Stable,0,95.65,93.08,98.17,80.04,5.73,100.0,0,Improving,20,100.0,88.51,100.0,30,67.21,1,3,82.13,92.57,0,Partial Scholarship,35.9,4,87.18,2,0,84.28,85.17,90.09,79.03,81.53,76.93,66.59,77.05,74.2,64.4,64.82,91.71,88.17,50.0,72.48,3,88.0,87.06,100.0,80.39,80.37,2,0,0,87.63,24.95,95.96,90.34,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202608039,Computer Engineering,Full Stack Development,First Year,1,Male,9.98,9.9,Downward,0,87.44,92.18,95.2,97.18,6.88,92.57,3,Improving,27,100.0,100.0,100.0,25,44.37,3,4,77.23,65.85,2,Partial Scholarship,25.12,4,96.77,0,0,75.75,83.29,79.7,94.98,93.1,83.58,81.85,82.24,85.47,79.3,84.3,50.08,69.04,55.89,87.01,0,64.03,82.4,80.89,78.44,39.43,0,0,1,83.37,51.75,80.87,84.6,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202608040,AI & ML,Deep Learning,Final Year,8,Female,7.9,8.08,Stable,0,82.69,82.63,82.42,79.53,10.45,87.36,6,Stable,16,79.93,72.67,86.22,21,48.63,0,3,31.58,34.83,0,No Scholarship,16.22,5,57.97,1,0,62.2,50.38,62.54,73.84,73.62,66.09,72.54,52.64,69.41,69.94,53.2,45.03,57.33,49.39,60.31,1,63.03,80.49,54.53,79.65,71.69,4,2,0,61.01,35.21,45.7,76.95,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202608041,Computer Engineering,Full Stack Development,Final Year,7,Female,7.59,7.7,Upward,0,76.61,80.53,81.78,78.33,20.03,86.68,6,Stable,19,77.08,84.98,86.48,16,42.7,3,5,47.84,61.84,14,No Scholarship,71.5,5,67.33,2,4,56.79,55.32,58.07,69.86,51.29,55.43,75.95,65.16,76.44,72.95,71.17,70.27,65.13,55.91,69.65,2,67.14,60.04,56.51,60.97,52.76,1,1,0,58.92,55.14,70.23,67.73,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202608042,AI & ML,Deep Learning,First Year,1,Male,7.66,7.99,Stable,2,75.33,77.03,78.76,87.07,46.76,80.06,9,Stable,14,77.39,70.0,76.63,17,45.27,3,4,42.97,48.49,0,No Scholarship,49.69,6,47.06,0,1,71.18,69.38,72.21,96.12,57.94,73.83,82.24,79.21,87.48,82.39,61.5,69.65,64.14,70.63,75.64,1,64.44,75.28,76.71,66.65,25.36,0,0,1,50.81,87.48,49.68,46.37,Medium,Medium,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202608043,AI & ML,Deep Learning,Second Year,4,Male,6.66,6.64,Stable,3,62.95,77.87,77.4,77.88,67.64,84.07,7,Stable,9,71.06,62.85,64.25,15,61.81,0,6,50.53,36.51,1,No Scholarship,38.01,6,58.69,0,0,82.25,74.92,73.07,79.63,55.12,59.57,68.27,75.4,100.0,80.44,74.12,70.51,58.28,87.56,74.11,2,81.88,89.21,78.8,59.81,15.96,0,3,0,46.76,66.4,50.8,51.37,High,Medium,Critical,Mandatory Peer Tutoring & Weekly Mentor Review,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202608044,AI & Data Science,Business Intelligence,Third Year,6,Female,8.99,9.31,Upward,0,80.53,87.61,98.01,69.87,9.52,88.55,5,Stable,23,95.62,81.62,93.65,21,78.59,1,4,73.25,45.02,0,Partial Scholarship,28.1,5,84.01,0,0,71.29,74.96,82.55,71.55,84.21,71.53,68.72,52.57,75.94,60.17,65.07,82.95,64.13,42.47,62.07,2,78.34,80.65,81.46,61.16,71.24,0,2,1,61.55,44.51,73.11,82.34,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202608045,Electrical Engineering,Electric Vehicles,First Year,2,Male,8.15,8.65,Stable,1,72.38,83.76,92.77,80.8,31.45,87.45,6,Stable,22,81.79,80.05,85.76,22,95.83,3,6,80.69,78.33,7,Partial Scholarship,35.01,5,71.75,0,0,100.0,98.05,83.98,62.21,77.42,72.74,78.39,70.25,57.9,78.45,77.0,98.52,80.8,45.79,68.08,0,76.56,90.87,93.05,69.78,30.94,0,1,1,75.45,54.9,66.87,74.13,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608046,AI & Data Science,Business Intelligence,Third Year,6,Male,8.27,7.99,Downward,0,83.12,86.94,83.29,79.35,13.69,87.23,6,Stable,18,82.08,78.88,76.56,25,81.87,2,5,70.1,66.13,2,Partial Scholarship,37.33,5,64.86,0,1,71.33,72.32,75.86,80.34,78.83,80.15,86.31,72.64,100.0,80.87,92.75,79.1,71.78,81.61,77.84,4,82.49,74.83,67.74,74.4,77.93,1,0,1,77.66,46.51,70.61,57.1,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202608047,Computer Engineering,Software Engineering,Final Year,7,Female,7.51,7.25,Stable,4,69.53,78.91,79.24,61.91,81.36,75.75,11,Stable,9,69.7,66.31,66.68,19,65.08,0,4,65.78,67.98,0,No Scholarship,4.93,6,55.11,1,0,63.31,65.86,61.71,75.81,55.09,60.26,62.07,66.28,58.26,64.18,58.08,72.01,58.83,61.83,60.94,1,58.29,71.57,75.94,52.95,19.72,0,0,1,48.39,73.84,42.3,56.3,Critical,Medium,Critical,Mandatory Peer Tutoring & Weekly Mentor Review,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608048,AI & Data Science,Data Science,Final Year,7,Male,8.45,8.24,Upward,1,84.49,93.29,92.89,78.84,31.46,93.84,3,Stable,23,88.18,89.08,82.19,20,66.1,1,2,67.71,62.73,3,Partial Scholarship,45.46,5,80.88,1,0,66.79,62.31,72.84,75.87,74.5,71.29,69.73,40.39,67.01,53.48,58.06,74.14,65.02,47.68,62.77,3,73.31,72.02,62.0,58.57,57.06,0,0,0,70.79,66.84,68.02,78.73,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608049,Civil Engineering,Structural Engineering,Final Year,7,Female,8.5,8.11,Stable,0,79.09,90.47,81.46,90.79,14.35,86.07,6,Stable,20,82.96,69.79,77.26,24,82.47,1,6,70.48,81.22,5,Partial Scholarship,42.94,5,71.14,0,0,73.42,72.05,74.97,55.73,72.22,68.78,83.01,54.79,53.28,72.74,77.04,67.02,95.03,58.13,76.42,1,74.46,72.9,70.48,53.63,61.59,0,2,1,68.83,47.2,75.96,76.17,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Research & Innovation Track
STU202608050,Mechanical Engineering,Thermal Engineering,Second Year,4,Male,8.52,8.49,Upward,1,87.54,84.19,81.23,77.09,29.11,83.8,7,Stable,17,81.56,88.55,78.47,15,55.23,1,3,47.79,67.13,4,Partial Scholarship,20.64,5,63.75,0,0,52.64,52.66,59.77,34.4,68.61,57.5,64.99,36.39,30.24,67.48,61.59,59.96,63.41,36.89,54.35,1,51.35,47.09,59.94,41.53,24.24,0,1,1,62.64,48.82,59.49,80.89,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608051,Information Technology,Information Security,Second Year,4,Male,7.81,8.4,Downward,0,78.13,84.18,75.28,66.13,14.14,81.42,8,Improving,18,85.77,74.18,72.52,11,69.14,0,4,66.0,71.89,9,No Scholarship,45.63,5,64.18,0,0,79.84,88.61,80.18,71.9,57.86,60.38,67.33,72.19,67.43,58.56,61.88,90.71,57.65,47.55,62.65,3,81.77,79.48,69.48,53.52,31.3,0,1,2,59.67,42.18,55.22,49.55,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202608052,Information Technology,Information Security,Third Year,5,Male,8.44,7.99,Stable,1,79.46,93.32,95.6,79.56,29.86,91.39,4,Stable,17,90.04,95.36,83.84,25,42.08,1,4,39.76,49.69,2,Partial Scholarship,34.39,5,74.13,0,0,62.7,63.18,58.45,77.97,78.37,76.36,85.43,83.08,70.66,82.33,68.05,48.54,78.98,36.93,74.15,1,69.73,71.75,67.86,67.7,62.72,1,1,1,55.14,54.45,56.39,67.63,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202608053,AI & ML,Deep Learning,Second Year,3,Female,7.92,8.3,Stable,0,81.86,91.42,73.46,63.19,11.3,94.28,3,Stable,15,73.21,71.11,81.83,25,48.94,1,4,54.5,48.4,0,No Scholarship,36.44,5,66.26,0,0,54.13,56.98,56.82,70.35,62.24,62.13,62.59,54.85,66.97,59.12,78.1,57.45,54.76,29.76,55.04,0,54.64,70.32,51.91,56.25,28.95,0,1,0,60.21,8.26,71.88,55.25,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202608054,Electronics & Telecommunication,Embedded Systems,First Year,2,Female,8.3,8.36,Downward,0,73.77,89.26,80.51,68.0,14.0,92.75,3,Stable,22,74.22,81.68,81.21,17,46.75,5,4,40.98,47.48,1,Partial Scholarship,32.09,5,72.21,0,0,52.91,54.39,40.0,52.71,70.87,59.42,66.28,59.01,53.91,78.64,74.55,61.55,61.71,47.03,64.51,0,52.68,73.37,50.81,60.6,32.33,0,0,0,59.25,50.93,78.09,59.33,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202608055,Mechanical Engineering,CAD/CAM,Third Year,5,Female,7.16,7.74,Upward,0,68.71,91.13,70.62,83.1,20.21,78.74,10,Improving,14,80.05,80.14,70.11,11,68.04,0,3,68.24,46.28,15,No Scholarship,59.26,6,55.23,1,2,62.04,67.56,74.87,35.58,74.96,61.78,72.29,49.67,50.59,88.98,87.46,77.43,69.59,48.15,64.58,3,76.98,53.99,72.25,56.91,58.53,2,3,0,69.1,52.6,53.83,55.44,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
